Class,730nm,760nm,810nm,860nm,900nm,940nm,Brix (%),Sample No.
Sweet,277.44927978515625,197.2738494873047,385.4622497558594,2703.97998046875,120.43048858642578,50.35874557495117,8.2,5
Sweet,276.6380310058594,191.34716796875,399.6728515625,2477.7783203125,114.8934555053711,47.39646911621094,8.2,6
Sweet,258.7904052734375,173.56712341308594,355.2647705078125,2070.615234375,106.58790588378906,43.44676208496094,8.2,6
Sweet,249.8666076660156,177.80047607421875,344.6068115234375,2146.015869140625,106.58790588378906,44.43418884277344,8.2,6
Sweet,289.6181030273437,203.20053100585932,407.6663208007813,2361.77734375,117.66197204589844,49.37131881713867,8.2,6
Sweet,267.7142333984375,192.19384765625,393.4557189941406,2512.57861328125,110.74068450927734,42.45933532714844,8.2,6
Sweet,295.2969055175781,206.5872039794922,435.1993408203125,2659.899658203125,114.20132446289062,45.42161560058594,8.2,6
Sweet,244.1878204345703,174.41378784179688,343.7186584472656,2081.055419921875,89.976806640625,34.5599250793457,8.2,6
Sweet,206.87008666992188,150.70706176757812,288.6526184082031,1866.4537353515625,83.05551147460938,37.52220153808594,8.2,6
Sweet,208.4925842285156,148.16705322265625,290.428955078125,1830.4935302734373,80.9791259765625,36.5347785949707,8.2,6
Sweet,235.26400756835932,167.64044189453125,327.73175048828125,1977.8145751953125,95.51383972167967,42.45933532714844,8.2,6
Sweet,232.8302459716797,165.10043334960938,341.9423217773437,2105.41552734375,112.81707000732422,50.35874557495117,8.2,6
Sweet,220.6614227294922,156.6337432861328,311.74481201171875,1898.9339599609373,94.82170867919922,41.47190856933594,8.2,6
Sweet,250.6778564453125,173.56712341308594,341.0541687011719,2148.3359375,110.74068450927734,48.38389205932617,8.2,6
Sweet,265.28045654296875,189.65383911132807,388.1267395019531,2384.9775390625,116.27771759033205,48.38389205932617,8.2,6
Sweet,260.4129333496094,178.6471405029297,377.46881103515625,2134.415771484375,119.73835754394533,52.33359909057617,8.2,6
Sweet,232.8302459716797,159.1737518310547,339.27783203125,1988.254638671875,115.58558654785156,49.37131881713867,8.2,6
Sweet,249.8666076660156,175.26046752929688,366.8108520507813,2072.935302734375,106.58790588378906,46.40904235839844,8.2,6
Sweet,245.81033325195312,166.7937774658203,334.8370361328125,2086.85546875,105.20364379882812,43.44676208496094,8.2,6
Sweet,231.20773315429688,160.02041625976562,333.9488830566406,2055.53515625,115.58558654785156,49.37131881713867,8.2,6
Sweet,235.26400756835932,168.4871063232422,337.50152587890625,2025.3748779296875,102.43512725830078,44.43418884277344,8.2,6
Sweet,226.3402099609375,160.02041625976562,318.8501281738281,2006.8148193359373,97.59022521972656,43.44676208496094,8.2,6
Sweet,266.9029541015625,183.72715759277344,390.7912292480469,2263.1767578125,114.20132446289062,47.39646911621094,8.2,6
Sweet,227.9627227783203,154.94041442871094,341.9423217773437,1932.57421875,115.58558654785156,51.34617233276367,8.2,6
Sweet,259.6016845703125,181.1871490478516,366.8108520507813,2221.416259765625,110.04855346679688,46.40904235839844,8.2,6
Sweet,252.3003692626953,169.3337860107422,355.2647705078125,2003.334716796875,115.58558654785156,51.34617233276367,8.2,6
Sweet,274.2042541503906,189.65383911132807,391.6793823242188,2432.537841796875,116.96984100341795,50.35874557495117,8.2,6
Sweet,262.0354309082031,183.72715759277344,380.13330078125,2307.257080078125,115.58558654785156,49.37131881713867,8.2,6
Sweet,283.9393310546875,198.1205291748047,421.87689208984375,2601.899169921875,116.27771759033205,49.37131881713867,8.2,6
Sweet,299.3531799316406,206.5872039794922,409.442626953125,2691.2197265625,124.58326721191406,50.35874557495117,8.2,6
Sweet,283.1280822753906,197.2738494873047,411.2189636230469,2511.41845703125,130.8124237060547,55.29587936401367,8.2,6
Sweet,266.0917053222656,189.65383911132807,373.0279846191406,2388.45751953125,111.43280792236328,47.39646911621094,8.2,6
Sweet,265.28045654296875,182.0338134765625,381.90960693359375,2272.456787109375,116.27771759033205,49.37131881713867,8.2,6
Not Sweet,299.3531799316406,209.1272125244141,420.1005859375,2714.419921875,116.27771759033205,50.35874557495117,5.6,7
Not Sweet,291.2406311035156,203.20053100585932,420.9887390136719,2607.69921875,109.3564224243164,50.35874557495117,5.6,7
Not Sweet,277.44927978515625,187.9604949951172,396.1202087402344,2449.93798828125,119.73835754394533,51.34617233276367,5.6,7
Not Sweet,275.0155334472656,187.9604949951172,383.6859436035156,2381.49755859375,114.8934555053711,51.34617233276367,5.6,7
Not Sweet,261.22418212890625,183.72715759277344,375.6924743652344,2336.25732421875,103.12725830078124,46.40904235839844,5.6,7
Not Sweet,256.3566589355469,182.88047790527344,369.475341796875,2281.73681640625,107.28003692626952,48.38389205932617,5.6,7
